label,area,perimeter,bounding_circle_area,mean_color,texture_contrast,texture_dissimilarity,edge_count
Green Apple,4090.0,254.1665197610855,5293.609286547976,"(160.63058991436728, 171.56160799238822, 76.85299714557564)",86.906637345062,0.6161535385845662,259
Green Apple,903.5,155.63960909843445,2225.8348357452455,"(160.89928057553956, 151.9907502569373, 31.773895169578623)",28.338504598160736,0.21015593762495,153
Green Apple,1343.0,182.71067643165588,3323.735795934366,"(162.02666666666664, 167.2877192982456, 50.81754385964912)",64.87912834866053,0.41963214714114344,179
Green Apple,6143.5,458.17365992069244,16148.614934695048,"(162.79728663827103, 163.5576589367408, 51.22542987852974)",136.54430227908836,1.1053978408636547,545
